day,topic_id,tweets_total,tweets_lv_ru_en,tweets_lv,tweets_ru,tweets_en,users_lv,users_ru,users_en
2018-05-28 00:00:00,LV003,12,12,1.00,0.00,0.00,0.96,0.00,0.03
2018-05-29 00:00:00,LV003,11,11,1.00,0.00,0.00,0.97,0.00,0.03
2018-05-30 00:00:00,LV003,4,4,1.00,0.00,0.00,0.98,0.00,0.02
2018-06-01 00:00:00,LV003,3,3,0.67,0.33,0.00,0.68,0.32,0.00
2018-06-04 00:00:00,LV003,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2018-06-05 00:00:00,LV003,11,11,1.00,0.00,0.00,1.00,0.00,0.00
2018-06-06 00:00:00,LV003,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-06-07 00:00:00,LV003,15,15,1.00,0.00,0.00,0.97,0.00,0.02
2018-06-08 00:00:00,LV003,1,1,0.00,1.00,0.00,0.00,1.00,0.00
2018-06-09 00:00:00,LV003,4,4,1.00,0.00,0.00,0.99,0.00,0.01
2018-06-10 00:00:00,LV003,3,3,1.00,0.00,0.00,0.40,0.60,0.00
2018-06-11 00:00:00,LV003,14,14,1.00,0.00,0.00,0.99,0.00,0.01
2018-06-12 00:00:00,LV003,10,10,0.80,0.00,0.20,0.89,0.00,0.11
2018-06-13 00:00:00,LV003,8,8,1.00,0.00,0.00,0.99,0.00,0.01
2018-06-14 00:00:00,LV003,14,14,0.79,0.14,0.07,0.85,0.14,0.01
2018-06-15 00:00:00,LV003,20,20,0.90,0.10,0.00,0.88,0.10,0.02
2018-06-16 00:00:00,LV003,17,17,0.88,0.12,0.00,0.88,0.12,0.00
2018-06-17 00:00:00,LV003,7,7,0.86,0.14,0.00,0.85,0.14,0.01
2018-06-18 00:00:00,LV003,10,9,1.00,0.00,0.00,0.98,0.00,0.02
2018-06-19 00:00:00,LV003,22,22,0.91,0.09,0.00,0.88,0.09,0.03
2018-06-20 00:00:00,LV003,14,14,0.79,0.14,0.07,0.78,0.14,0.07
2017-04-27 00:00:00,LV004,4,4,1.00,0.00,0.00,0.98,0.00,0.02
2017-05-08 00:00:00,LV004,8,8,1.00,0.00,0.00,0.98,0.00,0.02
2017-05-12 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-13 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-15 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-16 00:00:00,LV004,17,17,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-17 00:00:00,LV004,1,1,1.00,0.00,0.00,0.70,0.30,0.00
2017-05-19 00:00:00,LV004,2,2,1.00,0.00,0.00,0.99,0.01,0.00
2017-05-20 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-21 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-26 00:00:00,LV004,6,6,1.00,0.00,0.00,0.99,0.00,0.01
2017-05-27 00:00:00,LV004,2,2,1.00,0.00,0.00,0.90,0.00,0.10
2017-05-28 00:00:00,LV004,1,1,1.00,0.00,0.00,0.76,0.00,0.24
2017-05-29 00:00:00,LV004,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-05-30 00:00:00,LV004,4,4,1.00,0.00,0.00,0.93,0.00,0.07
2017-06-04 00:00:00,LV004,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-05 00:00:00,LV004,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-06 00:00:00,LV004,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-09 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-12 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-03 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-08-06 00:00:00,LV004,1,1,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-08 00:00:00,LV004,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-10 00:00:00,LV004,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-17 00:00:00,LV004,6,6,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-18 00:00:00,LV004,2,2,1.00,0.00,0.00,0.97,0.00,0.03
2017-09-19 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-20 00:00:00,LV004,9,9,1.00,0.00,0.00,1.00,0.00,0.00
2017-09-21 00:00:00,LV004,3,3,1.00,0.00,0.00,0.99,0.00,0.01
2017-09-22 00:00:00,LV004,5,5,1.00,0.00,0.00,0.96,0.00,0.04
2017-09-29 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-15 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-18 00:00:00,LV004,9,9,1.00,0.00,0.00,0.93,0.04,0.03
2017-10-19 00:00:00,LV004,13,13,1.00,0.00,0.00,0.92,0.02,0.06
2017-10-20 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-10-22 00:00:00,LV004,2,2,1.00,0.00,0.00,0.65,0.00,0.35
2017-11-10 00:00:00,LV004,2,2,1.00,0.00,0.00,0.95,0.01,0.04
2017-11-11 00:00:00,LV004,13,13,1.00,0.00,0.00,0.97,0.02,0.01
2017-11-12 00:00:00,LV004,8,8,1.00,0.00,0.00,0.90,0.00,0.10
2017-11-13 00:00:00,LV004,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-14 00:00:00,LV004,6,6,1.00,0.00,0.00,0.97,0.00,0.03
2017-11-17 00:00:00,LV004,4,4,1.00,0.00,0.00,0.89,0.08,0.03
2017-11-18 00:00:00,LV004,1,1,1.00,0.00,0.00,0.91,0.01,0.08
2017-11-19 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-11-20 00:00:00,LV004,2,2,1.00,0.00,0.00,0.99,0.01,0.00
2018-01-05 00:00:00,LV004,19,19,1.00,0.00,0.00,0.99,0.00,0.01
2018-01-06 00:00:00,LV004,7,7,1.00,0.00,0.00,0.99,0.00,0.01
2018-01-16 00:00:00,LV004,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2018-01-17 00:00:00,LV004,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2018-02-09 00:00:00,LV004,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-10 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-11 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-12 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-13 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2018-02-22 00:00:00,LV004,2,2,1.00,0.00,0.00,0.85,0.15,0.00
2018-02-24 00:00:00,LV004,4,4,1.00,0.00,0.00,1.00,0.00,0.00
2018-03-01 00:00:00,LV004,10,10,1.00,0.00,0.00,0.97,0.00,0.03
2018-03-02 00:00:00,LV004,2,2,1.00,0.00,0.00,0.99,0.00,0.01
2018-05-25 00:00:00,LV004,1,1,1.00,0.00,0.00,1.00,0.00,0.00
2017-04-15 00:00:00,LV005,70,69,0.97,0.01,0.01,0.93,0.02,0.06
2017-04-16 00:00:00,LV005,47,46,0.89,0.04,0.07,0.90,0.06,0.04
2017-04-17 00:00:00,LV005,48,46,0.98,0.00,0.02,0.93,0.06,0.02
2017-04-18 00:00:00,LV005,27,27,0.93,0.07,0.00,0.85,0.10,0.04
2017-04-19 00:00:00,LV005,17,17,0.94,0.00,0.06,0.96,0.00,0.04
2017-04-20 00:00:00,LV005,40,40,0.95,0.02,0.02,0.93,0.03,0.05
2017-04-21 00:00:00,LV005,97,96,0.96,0.01,0.03,0.96,0.00,0.03
2017-04-22 00:00:00,LV005,94,94,0.90,0.00,0.10,0.95,0.01,0.05
2017-04-23 00:00:00,LV005,25,22,1.00,0.00,0.00,0.92,0.03,0.05
2017-04-24 00:00:00,LV005,44,38,0.97,0.03,0.00,0.92,0.04,0.05
2017-04-25 00:00:00,LV005,62,61,1.00,0.00,0.00,0.98,0.02,0.01
2017-04-26 00:00:00,LV005,27,27,0.89,0.11,0.00,0.88,0.11,0.01
2017-04-27 00:00:00,LV005,52,51,0.98,0.02,0.00,0.95,0.03,0.01
2017-04-28 00:00:00,LV005,35,35,0.86,0.11,0.03,0.87,0.10,0.02
2017-04-29 00:00:00,LV005,41,39,0.95,0.05,0.00,0.91,0.07,0.02
2017-04-30 00:00:00,LV005,56,56,0.93,0.02,0.05,0.90,0.05,0.05
2017-05-01 00:00:00,LV005,59,59,0.98,0.00,0.02,0.96,0.02,0.02
2017-05-02 00:00:00,LV005,55,55,0.95,0.05,0.00,0.92,0.06,0.02
2017-05-03 00:00:00,LV005,93,93,0.85,0.03,0.12,0.90,0.05,0.05
2017-05-04 00:00:00,LV005,55,55,0.98,0.02,0.00,0.92,0.02,0.06
2017-05-05 00:00:00,LV005,118,118,0.95,0.05,0.00,0.91,0.05,0.03
2017-05-06 00:00:00,LV005,386,382,0.91,0.02,0.08,0.90,0.03,0.06
2017-05-07 00:00:00,LV005,455,441,0.87,0.02,0.11,0.90,0.02,0.07
2017-05-08 00:00:00,LV005,205,204,0.90,0.02,0.08,0.90,0.02,0.08
2017-05-09 00:00:00,LV005,425,391,0.91,0.03,0.06,0.91,0.04,0.06
2017-05-10 00:00:00,LV005,156,152,0.89,0.03,0.08,0.88,0.04,0.08
2017-05-11 00:00:00,LV005,255,254,0.94,0.05,0.01,0.92,0.06,0.03
2017-05-12 00:00:00,LV005,134,134,0.93,0.05,0.01,0.93,0.05,0.02
2017-05-13 00:00:00,LV005,273,273,0.90,0.03,0.07,0.91,0.04,0.06
2017-05-14 00:00:00,LV005,70,70,0.99,0.01,0.00,0.97,0.02,0.01
2017-05-15 00:00:00,LV005,297,295,0.93,0.05,0.02,0.91,0.05,0.03
2017-05-16 00:00:00,LV005,432,432,0.95,0.03,0.02,0.91,0.03,0.06
2017-05-17 00:00:00,LV005,215,214,0.95,0.04,0.01,0.93,0.05,0.03
2017-05-18 00:00:00,LV005,135,134,0.93,0.07,0.01,0.91,0.07,0.02
2017-05-19 00:00:00,LV005,206,205,0.86,0.09,0.05,0.86,0.09,0.05
2017-05-20 00:00:00,LV005,95,95,0.83,0.08,0.08,0.89,0.09,0.02
2017-05-21 00:00:00,LV005,101,101,0.84,0.13,0.03,0.86,0.12,0.03
2017-05-22 00:00:00,LV005,82,82,0.85,0.12,0.02,0.85,0.12,0.03
2017-05-23 00:00:00,LV005,58,58,0.83,0.02,0.16,0.95,0.02,0.03
2017-05-24 00:00:00,LV005,55,53,0.87,0.13,0.00,0.86,0.13,0.01
2017-05-25 00:00:00,LV005,33,33,0.94,0.06,0.00,0.92,0.08,0.00
2017-05-26 00:00:00,LV005,28,28,0.93,0.00,0.07,0.90,0.06,0.04
2017-05-27 00:00:00,LV005,16,16,0.94,0.06,0.00,0.96,0.00,0.04
2017-05-28 00:00:00,LV005,14,14,0.93,0.07,0.00,0.89,0.11,0.01
2017-05-29 00:00:00,LV005,95,95,0.83,0.07,0.09,0.86,0.08,0.06
2017-05-30 00:00:00,LV005,30,30,0.87,0.10,0.03,0.88,0.10,0.02
2017-05-31 00:00:00,LV005,33,33,0.94,0.06,0.00,0.92,0.06,0.02
2017-06-01 00:00:00,LV005,20,20,1.00,0.00,0.00,0.98,0.00,0.02
2017-06-02 00:00:00,LV005,20,19,0.95,0.05,0.00,0.93,0.05,0.02
2017-06-03 00:00:00,LV005,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-04 00:00:00,LV005,8,8,1.00,0.00,0.00,0.99,0.00,0.01
2017-06-05 00:00:00,LV005,19,19,0.84,0.16,0.00,0.82,0.16,0.02
2017-06-06 00:00:00,LV005,16,16,0.94,0.06,0.00,0.93,0.06,0.01
2017-06-07 00:00:00,LV005,8,8,0.87,0.00,0.12,0.98,0.00,0.02
2017-06-08 00:00:00,LV005,4,4,0.75,0.25,0.00,0.74,0.25,0.01
2017-06-09 00:00:00,LV005,13,13,1.00,0.00,0.00,0.86,0.00,0.14
2017-06-10 00:00:00,LV005,3,3,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-11 00:00:00,LV005,2,2,1.00,0.00,0.00,1.00,0.00,0.00
2017-06-12 00:00:00,LV005,15,15,1.00,0.00,0.00,0.95,0.01,0.04
2017-06-13 00:00:00,LV005,3,3,1.00,0.00,0.00,0.94,0.02,0.04
2017-06-14 00:00:00,LV005,41,41,0.93,0.07,0.00,0.88,0.10,0.02
2017-06-15 00:00:00,LV005,45,45,0.89,0.09,0.02,0.89,0.10,0.02
2017-06-16 00:00:00,LV005,26,25,0.96,0.04,0.00,0.88,0.08,0.04
2017-06-17 00:00:00,LV005,5,5,0.60,0.40,0.00,0.59,0.40,0.01
2017-06-18 00:00:00,LV005,3,3,1.00,0.00,0.00,0.99,0.00,0.01
2017-06-19 00:00:00,LV005,3,3,0.33,0.33,0.33,0.63,0.33,0.04
2017-06-20 00:00:00,LV005,32,22,0.95,0.05,0.00,0.92,0.05,0.03
2017-06-21 00:00:00,LV005,36,36,0.94,0.06,0.00,0.90,0.08,0.02
2017-06-22 00:00:00,LV005,29,28,0.89,0.07,0.04,0.87,0.10,0.03
2017-06-23 00:00:00,LV005,7,7,0.86,0.00,0.14,0.81,0.00,0.19
2017-06-24 00:00:00,LV005,21,21,0.86,0.05,0.10,0.94,0.05,0.01
2017-06-25 00:00:00,LV005,12,12,0.75,0.00,0.25,0.95,0.00,0.04
2017-06-26 00:00:00,LV005,10,10,0.70,0.00,0.30,0.94,0.00,0.06
2017-06-27 00:00:00,LV005,17,17,1.00,0.00,0.00,0.96,0.00,0.04
2017-06-28 00:00:00,LV005,19,18,0.94,0.00,0.06,0.98,0.00,0.02
2017-06-29 00:00:00,LV005,22,21,1.00,0.00,0.00,0.90,0.07,0.04
2017-06-30 00:00:00,LV005,78,75,0.96,0.04,0.00,0.92,0.06,0.02
2017-07-01 00:00:00,LV005,19,19,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-02 00:00:00,LV005,5,5,1.00,0.00,0.00,0.96,0.00,0.04
2017-07-03 00:00:00,LV005,12,12,1.00,0.00,0.00,0.96,0.00,0.04
2017-07-04 00:00:00,LV005,46,46,0.96,0.00,0.04,0.97,0.01,0.02
2017-07-05 00:00:00,LV005,42,42,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-06 00:00:00,LV005,17,12,0.67,0.25,0.08,0.73,0.17,0.10
2017-07-07 00:00:00,LV005,7,7,0.71,0.29,0.00,0.70,0.29,0.01
2017-07-08 00:00:00,LV005,5,5,1.00,0.00,0.00,0.93,0.00,0.07
2017-07-09 00:00:00,LV005,15,15,0.87,0.13,0.00,0.83,0.13,0.03
2017-07-10 00:00:00,LV005,16,16,1.00,0.00,0.00,0.95,0.00,0.05
2017-07-11 00:00:00,LV005,37,29,0.93,0.07,0.00,0.89,0.08,0.03
2017-07-12 00:00:00,LV005,40,39,0.97,0.03,0.00,0.95,0.03,0.02
2017-07-13 00:00:00,LV005,44,43,0.88,0.05,0.07,0.91,0.05,0.04
2017-07-14 00:00:00,LV005,60,60,0.92,0.05,0.03,0.93,0.05,0.02
2017-07-15 00:00:00,LV005,5,5,1.00,0.00,0.00,1.00,0.00,0.00
2017-07-16 00:00:00,LV005,2,2,0.50,0.00,0.50,0.81,0.00,0.19
2017-07-17 00:00:00,LV005,35,34,1.00,0.00,0.00,0.96,0.00,0.04
2017-07-18 00:00:00,LV005,24,24,0.96,0.04,0.00,0.93,0.04,0.03
2017-07-19 00:00:00,LV005,22,22,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-20 00:00:00,LV005,16,16,1.00,0.00,0.00,0.95,0.03,0.02
2017-07-21 00:00:00,LV005,27,26,0.88,0.12,0.00,0.84,0.11,0.05
2017-07-22 00:00:00,LV005,8,7,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-23 00:00:00,LV005,1,0,0.00,0.00,0.00,0.89,0.00,0.11
2017-07-24 00:00:00,LV005,12,12,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-25 00:00:00,LV005,24,24,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-26 00:00:00,LV005,63,63,0.98,0.02,0.00,0.95,0.03,0.02
2017-07-27 00:00:00,LV005,38,38,0.97,0.03,0.00,0.96,0.03,0.02
2017-07-28 00:00:00,LV005,32,28,1.00,0.00,0.00,0.98,0.00,0.02
2017-07-29 00:00:00,LV005,31,29,0.93,0.07,0.00,0.93,0.06,0.01
2017-07-30 00:00:00,LV005,4,4,1.00,0.00,0.00,0.96,0.00,0.03
2017-07-31 00:00:00,LV005,41,41,1.00,0.00,0.00,0.98,0.00,0.02
2017-08-01 00:00:00,LV005,23,23,1.00,0.00,0.00,0.97,0.01,0.02
2017-08-02 00:00:00,LV005,8,8,1.00,0.00,0.00,0.97,0.00,0.02
2017-08-03 00:00:00,LV005,25,25,1.00,0.00,0.00,0.94,0.02,0.04
2017-08-04 00:00:00,LV005,33,33,0.94,0.00,0.06,0.95,0.00,0.05
2017-08-05 00:00:00,LV005,6,6,0.67,0.33,0.00,0.65,0.34,0.01
2017-08-06 00:00:00,LV005,16,16,1.00,0.00,0.00,0.96,0.00,0.04
2017-08-07 00:00:00,LV005,41,41,0.98,0.00,0.02,0.97,0.01,0.02
2017-08-08 00:00:00,LV005,101,87,0.99,0.00,0.01,0.96,0.00,0.03
2017-08-09 00:00:00,LV005,24,24,1.00,0.00,0.00,0.97,0.02,0.01
2017-08-10 00:00:00,LV005,69,68,1.00,0.00,0.00,0.95,0.02,0.03
2017-08-11 00:00:00,LV005,14,14,0.93,0.00,0.07,0.94,0.00,0.05
2017-08-12 00:00:00,LV005,10,10,1.00,0.00,0.00,0.99,0.01,0.01
2017-08-13 00:00:00,LV005,77,72,1.00,0.00,0.00,0.93,0.03,0.04
2017-08-14 00:00:00,LV005,87,81,1.00,0.00,0.00,0.91,0.06,0.03
2017-08-15 00:00:00,LV005,16,16,1.00,0.00,0.00,0.98,0.00,0.02
2017-08-16 00:00:00,LV005,81,72,1.00,0.00,0.00,0.96,0.01,0.03
2017-08-17 00:00:00,LV005,75,68,1.00,0.00,0.00,0.96,0.01,0.02
2017-08-18 00:00:00,LV005,38,38,0.97,0.00,0.03,0.94,0.03,0.04
2017-08-19 00:00:00,LV005,15,14,1.00,0.00,0.00,0.99,0.00,0.01
2017-08-20 00:00:00,LV005,3,3,1.00,0.00,0.00,0.90,0.00,0.10
2017-08-21 00:00:00,LV005,62,62,1.00,0.00,0.00,0.96,0.01,0.03
2017-08-22 00:00:00,LV005,146,138,0.93,0.03,0.04,0.92,0.05,0.03
2017-08-23 00:00:00,LV005,50,45,0.96,0.04,0.00,0.95,0.04,0.02
2017-08-24 00:00:00,LV005,118,105,0.96,0.04,0.00,0.93,0.04,0.03
2017-08-25 00:00:00,LV005,65,65,0.82,0.00,0.18,0.84,0.01,0.15
2017-08-26 00:00:00,LV005,98,87,0.92,0.02,0.06,0.92,0.04,0.05
2017-08-27 00:00:00,LV005,52,50,1.00,0.00,0.00,0.97,0.00,0.02
2017-08-28 00:00:00,LV005,115,99,0.99,0.01,0.00,0.94,0.03,0.03
2017-08-29 00:00:00,LV005,79,78,0.95,0.05,0.00,0.91,0.05,0.04
2017-08-30 00:00:00,LV005,60,53,0.98,0.00,0.02,0.93,0.01,0.05
2017-08-31 00:00:00,LV005,73,63,0.94,0.06,0.00,0.89,0.07,0.04
2017-09-01 00:00:00,LV005,32,30,0.90,0.10,0.00,0.85,0.09,0.06
2017-09-02 00:00:00,LV005,76,68,0.93,0.06,0.01,0.92,0.06,0.03
2017-09-03 00:00:00,LV005,5,5,1.00,0.00,0.00,0.98,0.00,0.01
2017-09-04 00:00:00,LV005,62,52,0.98,0.02,0.00,0.94,0.04,0.02
2017-09-05 00:00:00,LV005,14,13,0.92,0.08,0.00,0.92,0.07,0.01
2017-09-06 00:00:00,LV005,85,75,0.95,0.03,0.03,0.92,0.04,0.04
2017-09-07 00:00:00,LV005,47,46,0.89,0.04,0.07,0.90,0.05,0.05
2017-09-08 00:00:00,LV005,83,71,1.00,0.00,0.00,0.96,0.01,0.03
2017-09-09 00:00:00,LV005,29,27,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-10 00:00:00,LV005,13,13,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-11 00:00:00,LV005,25,24,1.00,0.00,0.00,0.97,0.00,0.03
2017-09-12 00:00:00,LV005,103,97,1.00,0.00,0.00,0.97,0.01,0.02
2017-09-13 00:00:00,LV005,72,69,1.00,0.00,0.00,0.98,0.00,0.01
2017-09-14 00:00:00,LV005,90,85,0.92,0.00,0.08,0.94,0.02,0.03
2017-09-15 00:00:00,LV005,23,23,0.96,0.00,0.04,0.94,0.00,0.06
2017-09-16 00:00:00,LV005,130,121,1.00,0.00,0.00,0.98,0.01,0.01
2017-09-17 00:00:00,LV005,11,10,0.90,0.00,0.10,0.95,0.05,0.01
2017-09-18 00:00:00,LV005,96,90,0.99,0.00,0.01,0.94,0.03,0.03
2017-09-19 00:00:00,LV005,39,38,1.00,0.00,0.00,0.97,0.00,0.03
2017-09-20 00:00:00,LV005,132,127,0.98,0.02,0.00,0.97,0.02,0.01
2017-09-21 00:00:00,LV005,53,50,0.96,0.00,0.04,0.96,0.00,0.04
2017-09-22 00:00:00,LV005,37,37,0.92,0.03,0.05,0.91,0.03,0.06
2017-09-23 00:00:00,LV005,66,65,1.00,0.00,0.00,0.98,0.01,0.01
2017-09-24 00:00:00,LV005,32,32,1.00,0.00,0.00,0.98,0.00,0.02
2017-09-25 00:00:00,LV005,81,76,0.79,0.05,0.16,0.83,0.06,0.11
2017-09-26 00:00:00,LV005,60,58,0.98,0.00,0.02,0.97,0.00,0.03
2017-09-27 00:00:00,LV005,129,111,0.99,0.00,0.01,0.98,0.00,0.02
2017-09-28 00:00:00,LV005,85,84,0.94,0.05,0.01,0.91,0.06,0.03
2017-09-29 00:00:00,LV005,21,21,0.95,0.05,0.00,0.88,0.07,0.05
2017-09-30 00:00:00,LV005,54,53,1.00,0.00,0.00,0.98,0.00,0.01
2017-10-01 00:00:00,LV005,23,23,1.00,0.00,0.00,0.93,0.05,0.01
2017-10-02 00:00:00,LV005,54,50,0.94,0.02,0.04,0.90,0.06,0.04
2017-10-03 00:00:00,LV005,149,133,0.98,0.02,0.00,0.95,0.03,0.02
2017-10-04 00:00:00,LV005,72,65,0.97,0.02,0.02,0.96,0.01,0.03
2017-10-05 00:00:00,LV005,84,82,0.99,0.01,0.00,0.94,0.02,0.03
2017-10-06 00:00:00,LV005,33,33,0.91,0.06,0.03,0.89,0.06,0.05
2017-10-07 00:00:00,LV005,159,148,0.98,0.01,0.01,0.94,0.03,0.03
2017-10-08 00:00:00,LV005,41,40,0.87,0.07,0.05,0.91,0.07,0.02
2017-10-09 00:00:00,LV005,15,14,0.93,0.00,0.07,0.96,0.00,0.04
2017-10-10 00:00:00,LV005,25,25,1.00,0.00,0.00,0.99,0.00,0.00
2017-10-11 00:00:00,LV005,121,116,0.99,0.01,0.00,0.97,0.02,0.01
2017-10-12 00:00:00,LV005,27,27,0.96,0.04,0.00,0.94,0.04,0.02
2017-10-13 00:00:00,LV005,91,86,0.97,0.03,0.00,0.96,0.02,0.01
2017-10-14 00:00:00,LV005,82,79,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-15 00:00:00,LV005,60,52,1.00,0.00,0.00,0.96,0.01,0.03
2017-10-16 00:00:00,LV005,42,36,0.97,0.00,0.03,0.99,0.00,0.01
2017-10-17 00:00:00,LV005,100,90,0.96,0.02,0.02,0.93,0.03,0.04
2017-10-18 00:00:00,LV005,38,36,0.89,0.00,0.11,0.95,0.00,0.05
2017-10-19 00:00:00,LV005,20,18,1.00,0.00,0.00,0.93,0.05,0.02
2017-10-20 00:00:00,LV005,55,53,1.00,0.00,0.00,0.96,0.01,0.02
2017-10-21 00:00:00,LV005,91,86,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-22 00:00:00,LV005,24,24,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-23 00:00:00,LV005,103,93,0.94,0.01,0.05,0.96,0.01,0.02
2017-10-24 00:00:00,LV005,49,49,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-25 00:00:00,LV005,61,57,1.00,0.00,0.00,0.99,0.00,0.01
2017-10-26 00:00:00,LV005,80,73,1.00,0.00,0.00,0.98,0.01,0.01
2017-10-27 00:00:00,LV005,57,57,1.00,0.00,0.00,0.98,0.00,0.02
2017-10-28 00:00:00,LV005,83,80,0.99,0.00,0.01,0.99,0.00,0.01
2017-10-29 00:00:00,LV005,73,58,0.91,0.00,0.09,0.96,0.00,0.04
2017-10-30 00:00:00,LV005,71,70,0.99,0.00,0.01,0.97,0.01,0.02
2017-10-31 00:00:00,LV005,162,159,0.99,0.01,0.00,0.98,0.01,0.02
2017-11-01 00:00:00,LV005,90,78,0.99,0.00,0.01,0.99,0.00,0.01
2017-11-02 00:00:00,LV005,110,100,0.96,0.02,0.02,0.97,0.02,0.02
2017-11-03 00:00:00,LV005,72,72,0.96,0.01,0.03,0.96,0.03,0.01
2017-11-04 00:00:00,LV005,106,101,0.98,0.01,0.01,0.96,0.02,0.02
2017-11-05 00:00:00,LV005,12,12,1.00,0.00,0.00,0.92,0.00,0.07
2017-11-06 00:00:00,LV005,73,72,0.93,0.04,0.03,0.94,0.04,0.02
2017-11-07 00:00:00,LV005,65,64,0.98,0.02,0.00,0.97,0.02,0.01
2017-11-08 00:00:00,LV005,42,42,0.98,0.02,0.00,0.96,0.02,0.01
2017-11-09 00:00:00,LV005,146,140,0.96,0.01,0.04,0.96,0.01,0.04
2017-11-10 00:00:00,LV005,107,99,0.99,0.01,0.00,0.95,0.02,0.03
2017-11-11 00:00:00,LV005,97,91,0.98,0.01,0.01,0.95,0.01,0.04
2017-11-12 00:00:00,LV005,73,71,1.00,0.00,0.00,0.97,0.00,0.03
2017-11-13 00:00:00,LV005,45,45,0.98,0.00,0.02,0.98,0.01,0.01
2017-11-14 00:00:00,LV005,143,129,0.98,0.00,0.02,0.96,0.01,0.03
2017-11-15 00:00:00,LV005,81,79,0.91,0.03,0.06,0.93,0.03,0.04
2017-11-16 00:00:00,LV005,107,99,0.96,0.03,0.01,0.94,0.04,0.03
2017-11-17 00:00:00,LV005,57,56,0.89,0.05,0.05,0.95,0.04,0.02
2017-11-18 00:00:00,LV005,47,46,0.98,0.02,0.00,0.95,0.02,0.02
2017-11-19 00:00:00,LV005,167,149,0.98,0.01,0.01,0.95,0.03,0.02
2017-11-20 00:00:00,LV005,21,21,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-21 00:00:00,LV005,47,41,0.90,0.05,0.05,0.91,0.05,0.03
2017-11-22 00:00:00,LV005,81,80,1.00,0.00,0.00,0.98,0.00,0.02
2017-11-23 00:00:00,LV005,65,64,1.00,0.00,0.00,0.95,0.03,0.02
2017-11-24 00:00:00,LV005,150,140,0.96,0.01,0.03,0.94,0.03,0.03
2017-11-25 00:00:00,LV005,50,48,1.00,0.00,0.00,0.99,0.00,0.01
2017-11-26 00:00:00,LV005,51,48,0.98,0.02,0.00,0.95,0.03,0.01
2017-11-27 00:00:00,LV005,52,52,0.92,0.00,0.08,0.94,0.02,0.04
2017-11-28 00:00:00,LV005,139,133,0.99,0.01,0.00,0.98,0.01,0.01
2017-11-29 00:00:00,LV005,63,60,1.00,0.00,0.00,0.99,0.00,0.01
